,about,age,"b""Adapts Well To Apartment Living","b""Affectionate With Family","b""Dog Friendly","b""Drooling Potential","b""Energy Level","b""Exercise Needs","b""General Health","b""Good For Novice Owners","b""Intelligence","b""Intensity","b""Kid-Friendly","b""Potential For Weight Gain","b""Prey Drive","b""Size","b""Tolerates Hot Weather","b""Wanderlust Potential",b'Amount Of Shedding,b'Easy To Groom,b'Easy To Train,b'Friendly Toward Strangers,b'Potential For Mouthiness,b'Potential For Playfulness,b'Sensitivity Level,b'Tendency To Bark Or Howl,b'Tolerates Being Alone,b'Tolerates Cold Weather,group,height,url,weight
328,"b'The Sheepadoodle is a mixed breed dog \xe2\x80\x94 a cross between the Old English Sheepdog and Poodle dog breeds. Smart, playful, and loving, these pups inherited some of the best traits from both of their parents.Sheepadoodles go by many names, including Sheep-a-poo, Sheeppoo, Sheepdoodle, and Sheepdogpoo. Despite their status as a designer breed, you may\xc2\xa0 find these mixed breed dogs in shelters and rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make great family dogs, as well as companions for single-person households. Due to their natural ability to read human emotions so well, they very often make great therapy or emotional support dogs. If you want a lovable, protective, and energetic pooch who will always keep you entertained and your home safe, the Sheepadoodle may be the right dog for you!See below for all mixed dog breed traits and facts about Saint Berdoodles!Sheepadoodle Mixed Dog Breed Pictures Sheepadoodle Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',4,5,4,1,4,4,4,4,5,3,5,4,1,4,3,2,1,3,3,4,3,5,5,2,2,4,Mixed Breed Dogs',16 to 22 inches',https://dogtime.com/dog-breeds/sheepadoodle,60 to 80 pounds'
329,"b'The Shepsky is a mixed breed dog\xe2\x80\x93a cross between the German Shepherd and Siberian Husky dog breeds. Medium in size, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.The Shepsky is also commonly called the Gerberian Shepsky. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups are affectionate and loyal. They are also working dogs. Due to their superior intelligence and alert nature, they have a history of taking on guard duties, police work, search and rescue missions, as well as military operations.An apartment would never do. Shepskies need large homes with yards and need to be responsible for rigorous duties. When under-stimulated, these pups can become destructive and unmanageable. Keep them working to keep them happy! Read on to find out if this is the right breed for you.See below for all mixed dog breed traits and facts about Shepskies!Shepsky Mixed Dog Breed Pictures Shepsky Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 14 years',1,5,3,2,5,5,4,1,5,4,4,2,4,4,3,2,4,3,4,4,4,5,4,3,2,4,Mixed Breed Dogs',20 to 25 inches',https://dogtime.com/dog-breeds/shepsky,45 to 88 pounds'
330,"b'Canines of the Shetland Sheepdog dog breed\xc2\xa0stood guard for farmers in the Shetland Islands off the coast of Scotland, keeping hungry birds and sheep out of the farmer\xe2\x80\x99s garden, and they served as herding dogs as well. Today they\xe2\x80\x99re excellent family companions and superstars in dog sports.Many fans of the breed affectionately refer to these pups as Shelties.\xc2\xa0Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Smart and eager to please, dogs of this breed take well to training. Even though they\xe2\x80\x99re quite affectionate with just about everybody, they\xe2\x80\x99re also very protective of their families. They\xe2\x80\x99re sensitive and shouldn\xe2\x80\x99t spend too many hours home alone without companionship. If you can keep your dog mentally and physically stimulated with tasks, training, and exercise, you\xe2\x80\x99ll have a loving furry family member.See below for complete list of dog breed traits and facts about Shetland Sheepdogs!Shetland Sheepdog Dog Breed Pictures Shetland Sheepdog Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogtimeInitiate Gallery'",12 to 15 years',2,5,4,1,4,4,4,3,5,2,5,3,3,2,3,2,5,2,5,5,1,4,5,4,2,4,Herding Dogs',13 to 16 inches tall at the shoulder',https://dogtime.com/dog-breeds/shetland-sheepdog,Starts at 20 pounds'
331,"b'The Shiba Inu dog breed was originally bred to flush birds and small game, and was occasionally used to hunt wild boar. They\xe2\x80\x99re one of Japan\xe2\x80\x99s six native breeds: Akita (large), Kishu, Hokkaido, Kai, Shikoku (medium), and Shiba (small).Even though these are purebred dogs, you may find them in the care of shelters or rescue groups. Remember to\xc2\xa0adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.Shibas are known for their spirited personality, small upright ears, and cat-like agility. Today they serve primarily as\xc2\xa0companion dogs in Japan and the United States.DogTime recommends this dog bed to give a good night\xe2\x80\x99s sleep to your medium-sized Shiba Inu.\xc2\xa0You should also pick up this dog brush and massager for your long-haired pup!See below for complete list of dog breed traits and facts about Shiba Inus!Shiba Inu Dog Breed Pictures Shiba Inu Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",12 to 16 years',5,4,3,1,4,3,3,4,4,2,3,2,3,2,3,4,4,4,2,3,4,3,3,4,5,4,Companion Dogs',13 to 17 inches tall at the shoulder',https://dogtime.com/dog-breeds/shiba-inu,17 to 23 pounds'
332,"b'The Shichon is a mixed breed dog\xe2\x80\x93a cross between the Shih Tzu and the Bichon Frise dog breeds. Affectionate, intelligent, and outgoing, these pups inherited some of the best qualities from both of their parents.Shichons go by a few other names including the Shih Tzu-Bichon mix, Zuchon, and Teddy Bear dog. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters as well, so remember to adopt! Don\xe2\x80\x99t shop!These sweet pups are rather adaptable and are fit for apartment living, households with families, and single-person homes. They are the perfect companion animal for seniors, and their personalities and temperament make them excellent therapy dogs. If you want a companion who will follow you around your home and also protect their loved ones, the Shichon may be the right dog for you!See below for all Shichon facts and mixed dog breed characteristics!Shichon Mixed Dog Breed Pictures Shichon Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 18 years',5,5,4,1,4,3,4,4,4,2,5,3,1,2,2,1,1,4,3,4,1,5,4,2,1,2,Mixed Breed Dogs',9 to 12 inches',https://dogtime.com/dog-breeds/shichon,9 to 15 pounds'
333,"b'The Shih-Poo is a mixed breed dog \xe2\x80\x94 a cross between the Shih Tzu and Toy Poodle dog breeds. Small, hypoallergenic and cuddly companions, these pups inherited some of the best qualities from both of their parents.Shih-Poos also go by the names Shoodle or\xc2\xa0Pooshi, but don\xe2\x80\x99t confuse them with the Poo-Shi, the Poodle/Shiba Inu\xc2\xa0mix. Despite their status as a designer breed, you may find these mixed breed dogs in shelters and rescues. So remember to adopt! Don\xe2\x80\x99t shop!Shih-Poos make great companion animals for just about anyone, but a retired senior would most likely be an ideal match. They love to be doted on, pampered, and loved. They are pretty versatile and can thrive in almost any environment\xe2\x80\x93family home, apartment, or tiny house in the middle of nowhere.Single person, or family, just make sure your Shih-Poo gets lots of love and attention. Shih-Poos should never be kept outside and will require regular vet check ups, dental cleanings, and grooming. Frequent potty breaks can also help if they inherit their Shih Tzu parents\xe2\x80\x99 propensity for stubbornness and territorial marking.See below for all Shih-Poo facts and mixed dog breed characteristics!Shih-Poo Mixed Dog Breed Pictures Shih-Poo Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",13 to 17+ years',5,5,2,1,3,2,3,2,4,1,3,4,2,1,2,2,1,2,2,4,3,4,4,2,2,3,Mixed Breed Dogs',8 to 18 inches',https://dogtime.com/dog-breeds/shih-poo,8 to 18 pounds'
334,"b'The name \xe2\x80\x9cShih Tzu\xe2\x80\x9d means little lion, but there\xe2\x80\x99s nothing fierce about this dog breed. This pooch is a lover, not a hunter.Bred solely to be companions, Shih Tzus are affectionate, happy, outgoing house dogs who love nothing more than to follow their people from room to room. Since ancient times, they\xe2\x80\x99ve made themselves comfortable on the laps of people from all walks of life, even emperors!In recent years, however, pet parents have started taking Shih Tzus off their laps and into dog sports, training them for obedience, rally, and agility competitions. They make great family pets who get along with other animals and even children, so long as kids know how to gently handle and play with a small pup.If you\xe2\x80\x99re looking for a small best buddy who who can adapt to apartment living, join you on the couch for cuddles, and shower you with unconditional love, this may be the dog for you.DogTime recommends this carrier for traveling with your small Shih Tzu.\xc2\xa0You should also pick up this interactive puzzle toy to keep your pup active indoors!See all Shih Tzu dog breed facts and characteristics below!Shih Tzu Dog Breed Pictures Shih Tzu Dog Breed Information, Pictures, Characteristics & Facts - DogTimeInitiate Gallery'",10 to 16 years',5,5,4,1,2,2,3,5,4,3,4,4,4,1,1,2,3,1,3,5,4,4,3,2,3,3,Companion Dogs',9 to 10 inches tall at the shoulder',https://dogtime.com/dog-breeds/shih-tzu,9 to 16 pounds'
335,"b'The Shiloh Shepherd is an intelligent companion dog who responds well to training. Their gentle personality makes them excellent service dogs or therapy dogs. They\xe2\x80\x99re very similar in appearance to a German Shepherd Dogs, but larger.The Shiloh Shepherd has a combination of a few breeds in their genetic makeup that include the Alaskan Malamute and German Shepherd Dog. This big pooch is a softie and often described as affectionate and loving.Shiloh Shepherds are super smart and can do a variety of jobs that include flock guarding, child companion, police dog, search and rescue work, guide dog, and much more. They get along great with other dogs, but early socialization is an important factor for raising a friendly, sociable dog.Shiloh Shepherds need plenty of exercise and room to stretch their legs. A house with a big yard would be an ideal living situation for this sweet pup. They would thrive in single person home or with a big family. As long as they have a job to do, get daily exercise and stimulation, they will be very happy.DogTime recommends this big, spacious crate to give your big Shiloh Shepherd a place to rest and relax.\xc2\xa0You should also pick up this dog de-shedder for your high shedding pup!See below for complete list of Shiloh Shepherd dog breed facts and traits!Shiloh Shepherd Dog Breed Pictures Shiloh Shepherd Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",9 to 14 years',1,5,4,3,4,4,3,2,5,4,5,4,1,5,4,3,4,4,5,5,4,5,4,4,2,5,Working Dogs',26 to 30 inches',https://dogtime.com/dog-breeds/shiloh-shepherd,80 to 130 pounds'
336,"b'The Shiranian is a mixed breed dog \xe2\x80\x94 a cross between the Shih Tzu and Pomeranian\xc2\xa0breeds. Small, adorable, and loyal, these pups inherited some of the best qualities from both of their parents.Shiranians are also called Pomshi, Shih-Pom, Shih-A-Pom and Pom-Tzu.\xc2\xa0Despite their unfortunate status as a designer breed, you can find these mixed pups in shelters and rescues, so adopt! Don\xe2\x80\x99t shop!Shiranians make great companion animals for just about anyone, but a retired senior would most likely be an ideal match. These dogs love humans who pamper and dote on them. They\xe2\x80\x99re pretty versatile and can thrive in almost any environment \xe2\x80\x94 family home, apartment, or small country house.Single person or big family, just make sure your Shiranian gets lots of love and attention. They should never be kept outside and will require regular vet check ups, dental cleanings, and grooming sessions. Frequent potty breaks also help with their small bladders.See below for all Shiranian facts and mixed dog breed traits!Shiranian Mixed Dog Breed Pictures Shiranian Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 16 years',4,5,3,2,2,2,2,4,4,3,3,3,1,2,1,2,2,2,2,4,1,4,4,2,2,2,Mixed Breed Dogs',7 to 12 inches',https://dogtime.com/dog-breeds/shiranian,4 to 16 pounds'
337,"b'The Shollie is a mixed breed dog \xe2\x80\x94 a cross between the German Shepherd Dog and Border Collie dog breeds. Intelligent, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don\xe2\x80\x99t shop if you\xe2\x80\x99re looking to add one of these pups your home!The Shollie is a excellent family dog who forms close bonds with the humans in their life and will act as a protective guardian. The mixed breed is also energetic and playful, meaning that they\xe2\x80\x99re not a dog suited to living in a small apartment situation. They need access to outdoors space and a commitment to regular exercise sessions.See below for all mixed dog breed traits and facts about Shollies!Shollie Mixed Dog Breed Pictures Shollie Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",13 to 15 years',1,4,3,2,5,4,3,2,4,4,4,4,3,4,4,4,4,3,4,2,3,4,3,3,2,4,Mixed Breed Dogs',21 to 29 inches',https://dogtime.com/dog-breeds/shollie,70 to 80 pounds'
